insert into atividade_extracurricular values (701, 'Vitor', '2000-04-15', '2014-09-01', 2957);
insert into atividade_extracurricular values (773, 'Yuri', '2008-02-24', '2016-05-09', 5837);
insert into atividade_extracurricular values (774, 'Luiz', '2003-11-09', '2006-12-07', 8125);
insert into atividade_extracurricular values (775, 'Gabriel', '2004-10-16', '2009-11-28', 2926);
insert into atividade_extracurricular values (776, 'Isaac', '2000-09-29', '2004-07-07', 6020);
insert into atividade_extracurricular values (777, 'Joaquim', '2009-01-01', '2019-12-01', 3807);
insert into atividade_extracurricular values (778, 'Benjamin', '2013-10-31', '2018-05-18', 2700);
insert into atividade_extracurricular values (779, 'Theodoro', '2011-03-13', '2018-11-20', 9928);
insert into atividade_extracurricular values (780, 'Otto', '2003-12-05', '2020-06-13', 4797);
insert into atividade_extracurricular values (781, 'Hugo', '2011-07-25', '2019-04-17', 8813);
insert into atividade_extracurricular values (782, 'Bernardo', '2014-03-12', '2017-11-11', 4809);
insert into atividade_extracurricular values (783, 'Eduardo', '2008-09-11', '2011-05-01', 1209);
insert into atividade_extracurricular values (784, 'Matheus', '2008-01-19', '2010-06-07', 8130);
insert into atividade_extracurricular values (785, 'Gustavo', '2003-04-24', '2011-06-06', 9345);
insert into atividade_extracurricular values (786, 'Samuel', '2007-01-31', '2018-12-02', 2753);
insert into atividade_extracurricular values (787, 'Enzo', '2002-05-12', '2008-08-11', 1307);
insert into atividade_extracurricular values (788, 'Josué', '2006-06-25', '2013-04-03', 9456);
insert into atividade_extracurricular values (789, 'Lucas', '2007-12-07', '2020-08-24', 3714);
insert into atividade_extracurricular values (790, 'Oliver', '2001-10-13', '2006-05-25', 5954);
insert into atividade_extracurricular values (791, 'Pedro', '2014-06-03', '2019-03-07', 3210);
insert into atividade_extracurricular values (792, 'Ícaro', '2005-11-11', '2006-04-12', 5528);
insert into atividade_extracurricular values (793, 'Josué', '2010-04-05', '2017-08-08', 4811);
insert into atividade_extracurricular values (794, 'Rafael', '2014-05-27', '2019-07-29', 8160);
insert into atividade_extracurricular values (795, 'Lucca', '2004-10-11', '2018-02-27', 9098);
insert into atividade_extracurricular values (796, 'Yan', '2016-05-07', '2018-03-11', 2546);
insert into atividade_extracurricular values (797, 'Noah', '2000-02-15', '2020-03-25', 5752);
insert into atividade_extracurricular values (798, 'Henrique', '2019-07-30', '2020-06-14', 7144);
insert into atividade_extracurricular values (799, 'Miguel', '2000-02-13', '2014-11-14', 939);
insert into atividade_extracurricular values (800, 'Enzo', '2010-11-17', '2015-05-11', 3255);
insert into atividade_extracurricular values (801, 'Davi', '2003-01-05', '2015-09-16', 5367);
insert into atividade_extracurricular values (802, 'Miguel', '2000-03-01', '2018-04-16', 6936);
insert into atividade_extracurricular values (803, 'Gabriel', '2018-07-01', '2020-10-23', 4499);
insert into atividade_extracurricular values (804, 'Samuel', '2005-02-21', '2009-10-09', 7018);
insert into atividade_extracurricular values (805, 'Vitor', '2003-11-02', '2015-01-13', 5551);
insert into atividade_extracurricular values (806, 'Matheus', '2001-05-06', '2020-06-26', 2913);
insert into atividade_extracurricular values (807, 'Yuri', '2006-12-09', '2009-11-08', 8844);
insert into atividade_extracurricular values (808, 'Bryan', '2003-01-22', '2010-10-18', 5781);
insert into atividade_extracurricular values (809, 'Gabriel', '2008-01-14', '2010-04-01', 8755);
insert into atividade_extracurricular values (810, 'Kauê', '2011-06-22', '2017-08-31', 5914);
insert into atividade_extracurricular values (811, 'Nathan', '2013-01-01', '2019-03-15', 1509);
insert into atividade_extracurricular values (812, 'Oliver', '2020-01-19', '2020-11-13', 2277);
insert into atividade_extracurricular values (813, 'Lucas', '2014-01-21', '2015-12-04', 4217);
insert into atividade_extracurricular values (814, 'Miguel', '2018-01-05', '2019-08-19', 7630);
insert into atividade_extracurricular values (815, 'Noah', '2001-02-18', '2019-07-23', 6960);
insert into atividade_extracurricular values (816, 'Miguel', '2000-06-18', '2011-07-10', 6503);
insert into atividade_extracurricular values (817, 'Davi', '2012-02-22', '2020-11-05', 4218);
insert into atividade_extracurricular values (818, 'Ravi', '2018-01-22', '2019-03-09', 8625);
insert into atividade_extracurricular values (819, 'Nathan', '2003-10-26', '2014-05-01', 1464);
insert into atividade_extracurricular values (820, 'Matheus', '2007-01-12', '2008-06-21', 5568);
insert into atividade_extracurricular values (821, 'Arthur', '2003-02-07', '2015-03-13', 2386);
insert into atividade_extracurricular values (822, 'Enrico', '2018-11-07', '2018-12-22', 8150);
insert into atividade_extracurricular values (823, 'Anthony', '2011-10-22', '2014-11-01', 3139);
insert into atividade_extracurricular values (824, 'Isaac', '2002-04-27', '2015-09-28', 4986);
insert into atividade_extracurricular values (825, 'Davi', '2016-03-08', '2018-11-27', 3413);
insert into atividade_extracurricular values (826, 'Otávio', '2000-10-17', '2014-05-13', 8286);
insert into atividade_extracurricular values (827, 'Pietro', '2012-09-06', '2018-02-23', 3217);
insert into atividade_extracurricular values (828, 'Yan', '2006-07-27', '2011-10-01', 4442);
insert into atividade_extracurricular values (829, 'Vicente', '2015-05-06', '2019-12-01', 4793);
insert into atividade_extracurricular values (830, 'Enzo', '2016-02-06', '2017-01-12', 3083);
insert into atividade_extracurricular values (831, 'Gabriel', '2001-08-16', '2012-06-22', 743);
insert into atividade_extracurricular values (832, 'Lucca', '2013-11-28', '2015-06-13', 5297);
insert into atividade_extracurricular values (833, 'Theodoro', '2005-11-17', '2011-10-15', 4121);
insert into atividade_extracurricular values (834, 'Gabriel', '2000-11-29', '2015-07-01', 3406);
insert into atividade_extracurricular values (835, 'Lorenzo', '2010-03-26', '2016-09-19', 2855);
insert into atividade_extracurricular values (836, 'Guilherme', '2004-01-27', '2004-12-17', 7781);
insert into atividade_extracurricular values (837, 'Rafael', '2002-09-19', '2016-08-09', 9726);
insert into atividade_extracurricular values (838, 'Gabriel', '2003-05-19', '2004-05-01', 1971);
insert into atividade_extracurricular values (839, 'Ícaro', '2004-09-11', '2019-01-18', 4339);
insert into atividade_extracurricular values (840, 'Caio', '2012-02-09', '2020-02-23', 375);
insert into atividade_extracurricular values (841, 'Lucas', '2014-10-16', '2018-12-06', 7548);
insert into atividade_extracurricular values (842, 'Henrique', '2001-12-24', '2004-08-02', 3143);
insert into atividade_extracurricular values (843, 'Levi', '2006-05-12', '2006-10-11', 9763);
insert into atividade_extracurricular values (844, 'Miguel', '2016-08-19', '2018-07-06', 6463);
insert into atividade_extracurricular values (845, 'Luiz', '2009-02-15', '2011-04-19', 457);
insert into atividade_extracurricular values (846, 'Augusto', '2003-05-29', '2006-07-30', 7218);
insert into atividade_extracurricular values (847, 'José', '2001-08-27', '2018-12-31', 617);
insert into atividade_extracurricular values (848, 'Theodoro', '2013-08-20', '2020-01-24', 4249);
insert into atividade_extracurricular values (849, 'Arthur', '2005-06-18', '2016-04-11', 6583);
insert into atividade_extracurricular values (850, 'Henrique', '2014-07-09', '2018-12-26', 8307);
insert into atividade_extracurricular values (851, 'Guilherme', '2002-10-31', '2018-07-03', 2169);
insert into atividade_extracurricular values (852, 'Yuri', '2008-07-06', '2012-01-12', 1933);
insert into atividade_extracurricular values (853, 'Luiz', '2000-12-03', '2010-08-21', 3559);
insert into atividade_extracurricular values (854, 'Davi', '2004-10-21', '2005-02-21', 1971);
insert into atividade_extracurricular values (855, 'Vicente', '2003-07-04', '2008-09-26', 7967);
insert into atividade_extracurricular values (856, 'Hugo', '2013-06-12', '2016-03-03', 859);
insert into atividade_extracurricular values (857, 'Bento', '2011-01-10', '2019-03-09', 2028);
insert into atividade_extracurricular values (858, 'Josué', '2003-12-24', '2008-12-08', 2873);
insert into atividade_extracurricular values (859, 'Raul', '2004-07-06', '2008-05-16', 3455);
insert into atividade_extracurricular values (860, 'Joaquim', '2017-12-30', '2020-12-25', 9427);
insert into atividade_extracurricular values (861, 'Vicente', '2000-03-11', '2012-11-11', 8869);
insert into atividade_extracurricular values (862, 'Davi', '2002-08-28', '2017-05-17', 6007);
insert into atividade_extracurricular values (863, 'Thomas', '2005-06-16', '2012-05-11', 9694);
insert into atividade_extracurricular values (864, 'Rafael', '2002-06-25', '2020-10-26', 7156);
insert into atividade_extracurricular values (865, 'Otávio', '2011-04-26', '2012-12-24', 2324);
insert into atividade_extracurricular values (866, 'Josué', '2013-08-15', '2015-10-17', 8376);
insert into atividade_extracurricular values (867, 'Ícaro', '2005-10-27', '2007-11-19', 8263);
insert into atividade_extracurricular values (868, 'Levi', '2020-02-13', '2020-06-05', 1848);
insert into atividade_extracurricular values (869, 'Luiz', '2007-06-19', '2020-12-18', 7346);
insert into atividade_extracurricular values (870, 'Théo', '2000-05-02', '2015-12-03', 5211);
insert into atividade_extracurricular values (871, 'Rodrigo', '2003-05-29', '2009-06-13', 7239);
insert into atividade_extracurricular values (872, 'Enzo', '2004-08-19', '2012-01-24', 6239);
insert into atividade_extracurricular values (873, 'Breno', '2013-09-20', '2017-04-29', 9383);
insert into atividade_extracurricular values (874, 'Anthony', '2007-04-02', '2010-07-07', 1809);
insert into atividade_extracurricular values (875, 'Luiz', '2015-05-05', '2019-12-30', 7585);
insert into atividade_extracurricular values (876, 'José', '2002-04-16', '2017-10-23', 3968);
insert into atividade_extracurricular values (877, 'Martin', '2002-09-29', '2010-09-05', 3970);
insert into atividade_extracurricular values (878, 'Hugo', '2005-01-12', '2018-06-02', 2765);
insert into atividade_extracurricular values (879, 'Henry', '2007-07-17', '2020-02-25', 3507);
insert into atividade_extracurricular values (880, 'Derick', '2002-06-21', '2005-01-02', 7257);
insert into atividade_extracurricular values (881, 'Gabriel', '2002-08-30', '2020-06-15', 8750);
insert into atividade_extracurricular values (882, 'Henrique', '2014-04-26', '2018-07-07', 7192);
insert into atividade_extracurricular values (883, 'Samuel', '2015-06-12', '2018-03-23', 6390);
insert into atividade_extracurricular values (884, 'Samuel', '2003-10-25', '2008-09-16', 6795);
insert into atividade_extracurricular values (885, 'Henrique', '2008-06-27', '2015-09-01', 8940);
insert into atividade_extracurricular values (886, 'Felipe', '2001-09-23', '2009-03-05', 6489);
insert into atividade_extracurricular values (887, 'Luiz', '2001-04-03', '2009-06-11', 5718);
insert into atividade_extracurricular values (888, 'Lucca', '2012-08-12', '2015-10-03', 6472);
insert into atividade_extracurricular values (889, 'Guilherme', '2018-05-21', '2020-03-14', 3956);
insert into atividade_extracurricular values (890, 'Tomás', '2001-06-06', '2007-02-18', 548);
insert into atividade_extracurricular values (891, 'Lucca', '2006-08-01', '2019-02-07', 4286);
insert into atividade_extracurricular values (892, 'João', '2005-01-02', '2012-08-21', 1551);
insert into atividade_extracurricular values (893, 'Kauê', '2020-09-12', '2020-12-19', 2444);
insert into atividade_extracurricular values (894, 'Luan', '2001-08-06', '2002-08-16', 1934);
insert into atividade_extracurricular values (895, 'Otávio', '2001-12-06', '2013-05-28', 8238);
insert into atividade_extracurricular values (896, 'Henrique', '2010-03-23', '2013-05-28', 651);
insert into atividade_extracurricular values (897, 'Vitor', '2010-10-08', '2015-08-07', 1870);
insert into atividade_extracurricular values (898, 'Thiago', '2009-02-07', '2018-01-28', 7249);
insert into atividade_extracurricular values (899, 'Derick', '2005-03-13', '2013-04-07', 7588);
insert into atividade_extracurricular values (900, 'Lucas', '2000-04-04', '2013-05-09', 2260);
insert into atividade_extracurricular values (901, 'João', '2001-07-26', '2009-10-02', 8503);
insert into atividade_extracurricular values (902, 'Joaquim', '2018-05-25', '2019-06-10', 2557);
insert into atividade_extracurricular values (903, 'Joaquim', '2006-07-02', '2010-09-12', 4359);
insert into atividade_extracurricular values (904, 'Benjamin', '2003-04-14', '2013-10-30', 2560);
insert into atividade_extracurricular values (905, 'Miguel', '2008-07-22', '2012-08-12', 96);
insert into atividade_extracurricular values (906, 'Vitor', '2007-07-15', '2018-10-27', 6317);
insert into atividade_extracurricular values (907, 'Mathias', '2009-06-16', '2010-05-09', 8145);
insert into atividade_extracurricular values (908, 'Lucas', '2003-12-25', '2020-10-28', 6235);
insert into atividade_extracurricular values (909, 'Lucas', '2015-09-07', '2019-11-27', 6920);
insert into atividade_extracurricular values (910, 'Valentim', '2005-03-26', '2007-03-12', 7948);
insert into atividade_extracurricular values (911, 'Raul', '2006-02-02', '2008-08-28', 8057);
insert into atividade_extracurricular values (912, 'Gabriel', '2018-08-27', '2018-09-16', 8750);
insert into atividade_extracurricular values (913, 'Otto', '2006-12-26', '2015-09-10', 6423);
insert into atividade_extracurricular values (914, 'Augusto', '2005-04-21', '2016-08-19', 8879);
insert into atividade_extracurricular values (915, 'Pedro', '2020-01-03', '2020-06-07', 2341);
insert into atividade_extracurricular values (916, 'Anthony', '2003-01-17', '2004-04-09', 3450);
insert into atividade_extracurricular values (917, 'Anthony', '2006-12-29', '2015-06-29', 5962);
insert into atividade_extracurricular values (918, 'Anthony', '2003-02-20', '2007-05-27', 8410);
insert into atividade_extracurricular values (919, 'Ícaro', '2004-07-06', '2010-01-12', 3153);
insert into atividade_extracurricular values (920, 'Bernardo', '2003-04-04', '2013-12-19', 1503);
insert into atividade_extracurricular values (921, 'Benício', '2000-09-04', '2018-12-08', 7386);
insert into atividade_extracurricular values (922, 'Kauê', '2012-10-23', '2016-08-17', 642);
insert into atividade_extracurricular values (923, 'Arthur', '2005-11-23', '2010-02-15', 4969);
insert into atividade_extracurricular values (924, 'Luiz', '2000-06-09', '2006-06-05', 4494);
insert into atividade_extracurricular values (925, 'Otávio', '2004-06-29', '2016-06-07', 3169);
insert into atividade_extracurricular values (926, 'Luiz', '2011-01-06', '2016-08-27', 8441);
insert into atividade_extracurricular values (927, 'Hugo', '2000-06-03', '2010-05-17', 580);
insert into atividade_extracurricular values (928, 'Davi', '2011-04-22', '2020-10-16', 3457);
insert into atividade_extracurricular values (929, 'Breno', '2003-03-14', '2019-07-16', 1052);
insert into atividade_extracurricular values (930, 'Davi', '2004-08-29', '2011-03-08', 3118);
insert into atividade_extracurricular values (931, 'Lucca', '2007-05-17', '2019-06-03', 4122);
insert into atividade_extracurricular values (932, 'Miguel', '2012-09-08', '2019-01-31', 9615);
insert into atividade_extracurricular values (933, 'Henry', '2015-11-05', '2019-04-20', 3462);
insert into atividade_extracurricular values (934, 'Bruno', '2013-11-11', '2016-05-23', 339);
insert into atividade_extracurricular values (935, 'Raul', '2002-09-20', '2014-07-05', 2037);
insert into atividade_extracurricular values (936, 'Cauã', '2003-01-03', '2007-02-10', 2924);
insert into atividade_extracurricular values (937, 'Otto', '2007-09-03', '2017-11-23', 7809);
insert into atividade_extracurricular values (938, 'Josué', '2005-05-09', '2008-07-05', 2665);
insert into atividade_extracurricular values (939, 'Erick', '2007-11-06', '2008-07-05', 9807);
insert into atividade_extracurricular values (940, 'Yago', '2001-11-11', '2020-07-09', 1123);
insert into atividade_extracurricular values (941, 'Thomas', '2001-05-05', '2005-05-15', 8517);
insert into atividade_extracurricular values (942, 'Luiz', '2006-05-10', '2020-08-02', 6185);
insert into atividade_extracurricular values (943, 'Arthur', '2001-09-05', '2012-08-16', 3555);
insert into atividade_extracurricular values (944, 'João', '2003-05-18', '2005-06-20', 7549);
insert into atividade_extracurricular values (945, 'Gustavo', '2011-10-09', '2020-03-22', 6311);
insert into atividade_extracurricular values (946, 'Miguel', '2008-01-07', '2011-05-20', 4002);
insert into atividade_extracurricular values (947, 'Gael', '2015-02-26', '2016-03-15', 6944);
insert into atividade_extracurricular values (948, 'Benício', '2015-02-10', '2020-10-07', 622);
insert into atividade_extracurricular values (949, 'Thomas', '2012-03-31', '2015-07-27', 2619);
insert into atividade_extracurricular values (950, 'Isaac', '2006-08-04', '2006-08-23', 7705);
insert into atividade_extracurricular values (951, 'Leonardo', '2001-01-25', '2010-01-14', 740);
insert into atividade_extracurricular values (952, 'Enzo', '2018-05-31', '2020-06-24', 5532);
insert into atividade_extracurricular values (953, 'Yago', '2002-07-12', '2010-10-19', 3520);
insert into atividade_extracurricular values (954, 'Erick', '2000-02-28', '2006-04-25', 8469);
insert into atividade_extracurricular values (955, 'Pedro', '2007-09-14', '2009-09-02', 2763);
insert into atividade_extracurricular values (956, 'Enzo', '2000-02-19', '2008-07-04', 9578);
insert into atividade_extracurricular values (957, 'Gabriel', '2003-04-05', '2008-01-06', 8198);
insert into atividade_extracurricular values (958, 'Isaac', '2005-06-14', '2018-04-03', 4576);
insert into atividade_extracurricular values (959, 'Gustavo', '2001-09-17', '2009-01-05', 3121);
insert into atividade_extracurricular values (960, 'Mathias', '2009-06-06', '2016-02-18', 2633);
insert into atividade_extracurricular values (961, 'Miguel', '2000-04-06', '2019-12-04', 3047);
insert into atividade_extracurricular values (962, 'Lucca', '2007-12-21', '2019-05-09', 7263);
insert into atividade_extracurricular values (963, 'Guilherme', '2013-10-26', '2014-02-09', 3093);
insert into atividade_extracurricular values (964, 'Derick', '2006-11-26', '2012-12-27', 3264);
insert into atividade_extracurricular values (965, 'Arthur', '2006-04-18', '2020-12-07', 2130);
insert into atividade_extracurricular values (966, 'Felipe', '2013-05-27', '2020-12-21', 4449);
insert into atividade_extracurricular values (967, 'Murilo', '2001-09-18', '2003-05-24', 3887);
insert into atividade_extracurricular values (968, 'Gabriel', '2012-05-09', '2014-07-14', 341);
insert into atividade_extracurricular values (969, 'Luan', '2000-11-14', '2003-10-02', 3116);
insert into atividade_extracurricular values (970, 'Miguel', '2000-06-30', '2002-04-05', 8111);
insert into atividade_extracurricular values (971, 'Oliver', '2005-02-15', '2012-10-13', 228);
insert into atividade_extracurricular values (972, 'Emanuel', '2004-01-10', '2012-09-20', 555);
insert into atividade_extracurricular values (973, 'Ícaro', '2009-05-23', '2015-07-28', 8974);
insert into atividade_extracurricular values (974, 'Daniel', '2008-10-10', '2014-10-26', 3697);
insert into atividade_extracurricular values (975, 'Lucas', '2000-02-17', '2011-06-26', 8039);
insert into atividade_extracurricular values (976, 'Guilherme', '2013-10-25', '2019-01-31', 9935);
insert into atividade_extracurricular values (977, 'Pietro', '2015-11-19', '2015-12-18', 4517);
insert into atividade_extracurricular values (978, 'Heitor', '2012-03-19', '2017-08-17', 3922);
insert into atividade_extracurricular values (979, 'Joaquim', '2012-05-04', '2015-01-17', 3890);
insert into atividade_extracurricular values (980, 'Ryan', '2004-12-05', '2005-05-13', 2580);
insert into atividade_extracurricular values (981, 'Matteo', '2010-03-28', '2013-11-05', 1631);
insert into atividade_extracurricular values (982, 'Luiz', '2005-03-16', '2017-02-27', 24);
insert into atividade_extracurricular values (983, 'Bento', '2015-05-08', '2016-03-18', 9455);
insert into atividade_extracurricular values (984, 'Lucca', '2001-12-17', '2015-04-21', 1262);
insert into atividade_extracurricular values (985, 'Luiz', '2003-01-23', '2012-08-19', 9851);
insert into atividade_extracurricular values (986, 'Otávio', '2001-07-16', '2006-03-27', 8225);
insert into atividade_extracurricular values (987, 'Anthony', '2002-09-08', '2009-01-22', 8182);
insert into atividade_extracurricular values (988, 'Miguel', '2001-09-26', '2001-11-12', 7159);
insert into atividade_extracurricular values (989, 'Levi', '2000-10-21', '2010-05-23', 4899);
insert into atividade_extracurricular values (990, 'Breno', '2009-01-21', '2018-04-25', 9501);
insert into atividade_extracurricular values (991, 'Théo', '2014-02-24', '2016-03-19', 546);
insert into atividade_extracurricular values (992, 'Gabriel', '2008-09-20', '2012-10-22', 8439);
insert into atividade_extracurricular values (993, 'Lorenzo', '2003-10-20', '2016-09-13', 3631);
insert into atividade_extracurricular values (994, 'Bryan', '2002-08-20', '2007-02-02', 8141);
insert into atividade_extracurricular values (995, 'Miguel', '2003-03-12', '2016-03-22', 2889);
insert into atividade_extracurricular values (996, 'Isaac', '2007-02-19', '2016-01-10', 7174);
insert into atividade_extracurricular values (997, 'João', '2001-03-08', '2018-06-11', 2314);
insert into atividade_extracurricular values (998, 'Pietro', '2010-10-05', '2014-03-03', 6694);
insert into atividade_extracurricular values (999, 'Miguel', '2006-05-28', '2013-02-01', 745);
insert into atividade_extracurricular values (1000, 'Joaquim', '2001-04-04', '2011-09-29', 6500);
insert into atividade_extracurricular values (1001, 'Luiz', '2005-11-19', '2012-08-24', 9372);
insert into atividade_extracurricular values (1002, 'Hugo', '2006-09-26', '2015-11-23', 9169);
insert into atividade_extracurricular values (1003, 'Rafael', '2000-03-06', '2000-07-25', 3525);
insert into atividade_extracurricular values (1004, 'Otávio', '2009-06-27', '2018-12-05', 6988);
insert into atividade_extracurricular values (1005, 'Henrique', '2004-01-06', '2014-05-16', 733);
insert into atividade_extracurricular values (1006, 'Matheus', '2007-07-04', '2009-05-16', 8566);
insert into atividade_extracurricular values (1007, 'Pedro', '2007-12-02', '2018-01-09', 2921);
insert into atividade_extracurricular values (1008, 'Erick', '2010-05-23', '2017-09-25', 5147);
insert into atividade_extracurricular values (1009, 'Luiz', '2005-08-14', '2016-05-25', 4821);
insert into atividade_extracurricular values (1010, 'Benício', '2011-08-20', '2015-01-26', 4544);
insert into atividade_extracurricular values (1011, 'Felipe', '2011-02-01', '2018-08-22', 7114);
insert into atividade_extracurricular values (1012, 'Felipe', '2005-01-31', '2009-06-15', 6555);
insert into atividade_extracurricular values (1013, 'Augusto', '2002-06-25', '2005-11-09', 3124);
insert into atividade_extracurricular values (1014, 'Lucas', '2006-10-31', '2011-07-13', 4520);
insert into atividade_extracurricular values (1015, 'Noah', '2007-06-07', '2011-01-04', 3538);
insert into atividade_extracurricular values (1016, 'Yuri', '2000-06-28', '2018-11-02', 9501);
insert into atividade_extracurricular values (1017, 'Pedro', '2005-09-02', '2006-03-18', 6893);
insert into atividade_extracurricular values (1018, 'Vitor', '2019-05-17', '2019-07-24', 3102);
